step,category,operation,calls
91,outside_boundary,aten.lift_fresh.default,568
91,outside_boundary,aten.clone.default,4814
91,outside_boundary,aten.view.default,768
91,outside_boundary,aten.isnan.default,202
91,outside_boundary,aten.any.default,547
91,outside_boundary,aten._local_scalar_dense.default,5526
91,outside_boundary,aten.gt.Tensor,245
91,outside_boundary,aten.eq.Scalar,196
91,outside_boundary,aten.all.default,2818
91,outside_boundary,aten.zeros_like.default,1442
91,outside_boundary,aten.add.Tensor,911
91,outside_boundary,aten.ne.Scalar,562
91,outside_boundary,aten.ones.default,148
91,outside_boundary,aten.mul.Tensor,6563
91,outside_boundary,aten.zeros.default,98
91,A,aten.lift_fresh.default,10
91,A,aten.sum.dim_IntList,1
91,A,aten.view.default,803
91,A,aten.empty.memory_format,6
91,A,aten.zeros.default,1
91,A,aten.empty_like.default,1
91,A,aten.select.int,34
91,A,aten.copy_.default,8
91,A,aten.stack.default,2
91,A,aten.clone.default,850
91,A,aten.le.Tensor,3
91,A,aten.all.default,1581
91,A,aten._local_scalar_dense.default,1666
91,outside_boundary,aten.slice.Tensor,4655
91,outside_boundary,aten.select.int,6000
91,outside_boundary,aten.allclose.default,156
91,outside_boundary,aten.full_like.default,4765
91,outside_boundary,aten.le.Tensor,2397
91,outside_boundary,aten.sub.Tensor,427
91,outside_boundary,aten.nextafter.default,4436
91,outside_boundary,aten.index_select.default,844
91,outside_boundary,aten.le.Scalar,296
91,outside_boundary,aten.index.Tensor,12
91,outside_boundary,aten.bitwise_not.default,10
91,outside_boundary,aten.cat.default,444
91,outside_boundary,aten.unique_dim.default,4
91,outside_boundary,aten.expand.default,77
91,outside_boundary,aten.scatter_add_.default,53
91,outside_boundary,aten.ones_like.default,378
91,outside_boundary,aten.max.default,360
91,outside_boundary,aten.detach.default,1514
91,outside_boundary,aten.abs.default,1937
91,outside_boundary,aten.minimum.default,345
91,outside_boundary,aten.maximum.default,445
91,outside_boundary,aten.ge.Scalar,467
91,outside_boundary,aten.bitwise_and.Tensor,482
91,outside_boundary,aten.pow.Tensor_Scalar,3054
91,outside_boundary,aten.stack.default,2582
91,outside_boundary,aten.min.dim,1989
91,outside_boundary,aten.max.dim,1991
91,outside_boundary,aten.where.self,1044
91,outside_boundary,aten.unsqueeze.default,382
91,outside_boundary,aten.sum.dim_IntList,470
