ehi,elo,poly,rem,state,step,thi,time,tlo
1.430508096943875,1.129076241225221,0.33062499999999995,1.512909612465217e-06,0,1,1.4306260123116692,0.0125,1.0999994994020565
2.430841271761272,2.301786246443811,0.14820302352889358,2.5684416085584586e-05,1,1,2.4500144504814023,0.0125,2.3017857425364228
1.4635874085935494,1.1605268952574141,0.33449253793647227,1.136292441812073e-05,0,2,1.4637481419813434,0.026250000000000002,1.1292442411204529
2.4062388089406594,2.2469023375564317,0.1830000733854793,6.381587708332369e-05,1,2,2.4299637102291247,0.026250000000000002,2.2468998209665614
1.4991648761642355,1.1946195451854615,0.3382527208707866,3.2775716017970294e-05,0,3,1.4993830690483185,0.04137500000000001,1.1610975724615138
2.3757654114730826,2.1836761122959243,0.22118281269981566,0.00013510597580092205,1,3,2.4049871672062166,0.04137500000000001,2.1836692485305997
1.5372817691433063,1.2314676698596425,0.341822848723784,3.6407008146299884e-05,0,4,1.5375769203927596,0.05801250000000001,1.195717664660829
2.33812129271556,2.11104088163464,0.26276128540188504,0.0001958582766654726,1,4,2.3739837041937157,0.05801250000000001,2.111026560515165
1.5778845376166601,1.2711197866680468,0.34504141503852637,2.8454078903644244e-05,0,5,1.5782821686875743,0.07631375000000001,1.2332122995701442
2.29185757115295,2.0278470064736482,0.3075599724932645,0.0003006374375219207,1,5,2.3356810351716626,0.07631375000000001,2.0278204252408756
1.620866016364034,1.3135931769760316,0.34767726613542527,4.646845858110685e-05,0,6,1.62139911192047,0.09644512500000002,1.2736753773264635
2.235287392715323,1.933000626676989,0.3551672905917258,0.0004526965252576535,1,6,2.2885745880003374,0.09644512500000002,1.9329546008833536
1.6418134637119801,1.3383195190613242,0.3247665609543411,5.4422780007224956e-05,0,7,1.641989406571218,0.10751738125000003,1.3171684228368694
2.199031710400877,1.8823200481910307,0.34807227594247037,0.00048430521610880693,1,7,2.2308673097442404,0.10751738125000003,1.882310728585661
1.6660643708024896,1.3631820197787516,0.3256282454740229,6.0782457163281164e-05,0,8,1.6662868956135601,0.11969686312500004,1.3405978676823738
2.160076775497646,1.8229438167021228,0.3732031424110587,0.0005250636826702707,1,8,2.1966583527087584,0.11969686312500004,1.8229301466150292
1.6919200511255303,1.389948065798706,0.3261882991044067,7.188845662896344e-05,0,9,1.6922015154968362,0.13309429318750005,1.3659413279358004
2.115060991165997,1.7568155885598884,0.3997117019574088,0.0005881724232004508,1,9,2.1570955485484875,0.13309429318750005,1.7567956741678779
1.7193452993630385,1.4186637569730456,0.32633686969217135,8.586421285952341e-05,0,10,1.7197011559410746,0.14783146625625004,1.3932784220360437
2.0630761784952383,1.683359120628964,0.4273489725677606,0.0006706782081944671,1,10,2.111349992158608,0.14783146625625004,1.6833303413826524
1.7482594577653412,1.4493430188726941,0.3259398196992518,0.0001036895534643327,0,11,1.7487088769971193,0.16404235663187505,1.422665367744403
2.00313058039701,1.6020329014580619,0.45573225165114284,0.000779212315286928,1,11,2.058503169766383,0.16404235663187505,1.601991705799953
1.7785228983591914,1.4819584902629936,0.32483587503686473,0.0001266721697084318,0,12,1.7790894170039726,0.18187433604506256,1.4541268697973992
