replay_kind,schedule_source_mode,replay_mode,step_index,prescribed_h,source_status,replay_status,source_h,replay_h,replay_h_delta,h_sequence_modified,source_t_hi,replay_t_hi,source_width_sum,replay_width_sum,width_reduction_relative,source_reset_width_sum,replay_reset_width_sum,cumulative_reset_reduction_relative,source_immediate_same_state_saving,replay_immediate_same_state_saving,replay_validation_failure_recorded,notes
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,0,0.012500000000000001,accepted,accepted,0.012500000000000001,0.012500000000000001,0,false,0.012500000000000001,0.012500000000000001,0.49371371665576347,0.49371371665576347,0,0.42837736416092065,0.42773824331745935,0.0014919575517561825,0.0014919575517562474,0.0014919575517562474,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,1,0.013750000000000002,accepted,accepted,0.013750000000000002,0.013750000000000002,0,false,0.026250000000000002,0.026250000000000002,0.53503630579431327,0.53436663610503232,0.0012516341078700442,0.45875573343961151,0.45749869742373928,0.0027400987589786875,0.0027399715444921232,0.0013444569982516217,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,2,0.015125000000000003,accepted,accepted,0.015125000000000003,0.015125000000000003,0,false,0.041375000000000009,0.041375000000000009,0.58030177652515702,0.57897426196727375,0.0022876279404699003,0.49094505024414459,0.48912058805833936,0.0037162248298418226,0.0037157907962174774,0.0011555387608224248,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,3,0.016637500000000003,accepted,accepted,0.016637500000000003,0.016637500000000003,0,false,0.058012500000000009,0.058012500000000009,0.62948330297547117,0.62753851184563447,0.0030895039163770801,0.52459708715946818,0.52229408584618164,0.0043900383163707184,0.0043890506650602137,0.00091993266926126234,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,4,0.018301250000000005,accepted,accepted,0.018301250000000005,0.018301250000000005,0,false,0.076313750000000014,0.076313750000000014,0.68242283352584288,0.67994063426949358,0.0036373332403381461,0.55915465420198718,0.55651035352656253,0.0047291042926192479,0.0047272363674685765,0.00063246122073230165,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,5,0.020131375000000007,accepted,accepted,0.020131375000000007,0.020131375000000007,0,false,0.09644512500000002,0.09644512500000002,0.73869545853299057,0.7358076076715252,0.0039093930091305623,0.59379572892644317,0.59100545300769292,0.0046990501662835275,0.0046958915670751921,0.0002884729738696896,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,6,0.011072256250000004,accepted,accepted,0.011072256250000004,0.011072256250000004,0,false,0.10751738125000003,0.10751738125000003,0.69398575009755992,0.69104724949042029,0.0042342376723535531,0.6111554485989692,0.60838536489022499,0.0045325354050175454,0.0045290725550469479,1.2640185667886903e-06,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,7,0.012179481875000005,accepted,accepted,0.012179481875000005,0.012179481875000005,0,false,0.11969686312500004,0.11969686312500004,0.7229757345003851,0.72003672319938183,0.0040651589821811699,0.62881668708464611,0.62615095298221268,0.0042392865157450674,0.0042354312397020581,0.00012463423441658024,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,8,0.013397430062500007,accepted,accepted,0.013397430062500007,0.013397430062500007,0,false,0.13309429318750005,0.13309429318750005,0.7535295283786323,0.75067627492799605,0.0037865184351508949,0.64644098668302163,0.64398629207336811,0.00379724469862115,0.0037928913721106423,0.00027538139200442404,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,9,0.014737173068750008,accepted,accepted,0.014737173068750008,0.014737173068750008,0,false,0.14783146625625004,0.14783146625625004,0.78537165885092408,0.78271634072484275,0.0033809701383499388,0.66357848359493932,0.66146668256518093,0.0031824434968380764,0.0031774784004102046,0.00045574052568252951,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,10,0.016210890375625009,accepted,accepted,0.016210890375625009,0.016210890375625009,0,false,0.16404235663187505,0.16404235663187505,0.81806487181155263,0.81575004377501603,0.0028296387197393755,0.67964790630619087,0.67803766071916072,0.0023692349701798666,0.0023635540086510165,0.00066825043836852259,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
