formal_lane,segment_index,physical_time,state,width_mean,width_median,width_p05,width_p95,width_maximum,width_minimum,center_mean,center_median,center_p05,center_p95,center_maximum,center_minimum,center_maximum_absolute
baseline_native_k2,1,0.1,x1,0.08295388610153194,0.08295388937267328,0.07870108919908216,0.08720667989451489,0.08735422609289945,0.07855353016468292,0.6159127071029975,0.6159127070677393,0.5721470005213023,0.6596784139679648,0.6616302858787346,0.570195137052967,0.6616302858787346
baseline_native_k2,1,0.1,x2,0.09119989496563045,0.0911999388730203,0.08679633072305751,0.09560346104312208,0.09579926563275765,0.08660032202437029,-0.682350821409431,-0.6823508120063331,-0.7246302620416284,-0.6400713975798061,-0.6386079947643398,-0.7260937052644154,0.7260937052644154
baseline_native_k2,1,0.1,x3,0.16669606507268483,0.16666463076085924,0.1665399943887245,0.16694137081225702,0.16702276925026222,0.16652654501319647,-0.32243916286618474,-0.3224421122330181,-0.32256514416376275,-0.32230181774587613,-0.3222589477691714,-0.32259717391143966,0.32259717391143966
baseline_native_k2,1,0.1,x4,0.13392130140762057,0.13329261517110919,0.1307998877284145,0.1388274161990648,0.14045538495916926,0.13053090021785402,0.5512167426763099,0.5511577553396425,0.5486971167247504,0.5539636450824829,0.5548210446165754,0.5480565217712114,0.5548210446165754
baseline_native_k2,1,0.1,u1,0.30624366573676215,0.3062783669131539,0.30099905014678907,0.31079354334489484,0.311236843996868,0.30001938527714067,10.024334853526197,10.023155106792847,9.973942334495007,10.079272901649654,10.096420892331505,9.961130435424224,10.096420892331505
baseline_native_k2,2,0.2,x1,0.09112281947808494,0.09112283423865775,0.08676049559608182,0.0954851237565466,0.09592736177500472,0.086318206277748,0.5446317549080146,0.544631754671494,0.501052727248025,0.5882107844299361,0.5940502756674555,0.49521329060870867,0.5940502756674555
baseline_native_k2,2,0.2,x2,0.08672601555483254,0.08672591524668105,0.08231459255734344,0.09113780608281376,0.09133432713167011,0.08211965147993927,-0.7432823598319792,-0.7432823072099692,-0.7865748951352681,-0.6999899185220835,-0.6956131103496952,-0.7909519286776974,0.7909519286776974
baseline_native_k2,2,0.2,x3,0.17459281523624784,0.17450803280096394,0.17416725947700393,0.17532327994599,0.1755599449737169,0.17414968382494908,-0.26719581433092277,-0.2672105611650897,-0.2678257208188127,-0.26650908872937956,-0.2662947388458564,-0.2679858695571974,0.2679858695571974
baseline_native_k2,2,0.2,x4,0.12263092399006507,0.12240367548747808,0.11986508433645,0.1268188783790911,0.12821161933644187,0.11957549349822322,0.5536502280289288,0.5534732660189268,0.5460913501742503,0.5618909352474477,0.5644631338497252,0.5441695653136331,0.5644631338497252
baseline_native_k2,2,0.2,u1,0.30624366574108614,0.30627836691747934,0.30099905015110684,0.31079354334922327,0.3112368440011988,0.3000193852814572,10.024334853526197,10.023155106792847,9.973942334495007,10.079272901649654,10.096420892331505,9.961130435424224,10.096420892331505
baseline_native_k2,3,0.30000000000000004,x1,0.09846578551816894,0.09846580931329105,0.09403684033735923,0.10289463811459727,0.10362781167330948,0.09330351491440042,0.46765480475878474,0.46765478260893234,0.42461040198703165,0.5106992865012673,0.5202823687989204,0.4150274740048041,0.5202823687989204
baseline_native_k2,3,0.30000000000000004,x2,0.08145654387603185,0.08145630012961075,0.07706150185070906,0.08585240403745169,0.08643619077978038,0.07648063514546932,-0.7962674082891826,-0.7962674255357088,-0.8401425177912016,-0.752392628013722,-0.7451505678356394,-0.8473853647881671,0.8473853647881671
baseline_native_k2,3,0.30000000000000004,x3,0.18005444413183,0.17992174866054345,0.1792854695089873,0.18128800268521983,0.18169180741390226,0.17926255094278373,-0.21170911726039895,-0.21174745902923275,-0.21334687412891265,-0.20992363069638656,-0.20936632099922636,-0.213763260848713,0.213763260848713
baseline_native_k2,3,0.30000000000000004,x4,0.11134054657293073,0.11107636213359051,0.10880737563811264,0.11517059997062162,0.11596785371413454,0.10817974535270436,0.5560837133815477,0.5557887766982108,0.5434855836237502,0.5698182254124126,0.5741052230828751,0.5402826088560548,0.5741052230828751
