step,category,operation,calls
1,outside_boundary,aten.lift_fresh.default,546
1,outside_boundary,aten.clone.default,11201
1,outside_boundary,aten.view.default,1553
1,outside_boundary,aten.isnan.default,578
1,outside_boundary,aten.any.default,1379
1,outside_boundary,aten._local_scalar_dense.default,12173
1,outside_boundary,aten.gt.Tensor,604
1,outside_boundary,aten.eq.Scalar,337
1,outside_boundary,aten.all.default,6132
1,outside_boundary,aten.zeros_like.default,1945
1,outside_boundary,aten.add.Tensor,2083
1,outside_boundary,aten.ne.Scalar,1105
1,outside_boundary,aten.ones.default,317
1,outside_boundary,aten.mul.Tensor,7618
1,outside_boundary,aten.zeros.default,133
1,A,aten.lift_fresh.default,10
1,A,aten.sum.dim_IntList,1
1,A,aten.view.default,688
1,A,aten.empty.memory_format,6
1,A,aten.zeros.default,1
1,A,aten.empty_like.default,1
1,A,aten.select.int,34
1,A,aten.copy_.default,8
1,A,aten.stack.default,2
1,A,aten.clone.default,784
1,A,aten.le.Tensor,3
1,A,aten.all.default,1351
1,A,aten._local_scalar_dense.default,1534
1,outside_boundary,aten.slice.Tensor,5819
1,outside_boundary,aten.select.int,7460
1,outside_boundary,aten.allclose.default,452
1,outside_boundary,aten.full_like.default,5672
1,outside_boundary,aten.le.Tensor,5350
1,outside_boundary,aten.index_select.default,1744
1,outside_boundary,aten.le.Scalar,618
1,outside_boundary,aten.index.Tensor,12
1,outside_boundary,aten.bitwise_not.default,14
1,outside_boundary,aten.cat.default,614
1,outside_boundary,aten.unique_dim.default,2
1,outside_boundary,aten.expand.default,168
1,outside_boundary,aten.scatter_add_.default,93
1,outside_boundary,aten.ones_like.default,756
1,outside_boundary,aten.max.default,756
1,outside_boundary,aten.detach.default,3034
1,outside_boundary,aten.abs.default,3902
1,outside_boundary,aten.minimum.default,724
1,outside_boundary,aten.maximum.default,943
1,outside_boundary,aten.ge.Scalar,982
1,outside_boundary,aten.bitwise_and.Tensor,990
1,outside_boundary,aten.pow.Tensor_Scalar,9922
1,outside_boundary,aten.stack.default,4805
1,outside_boundary,aten.min.dim,3545
1,outside_boundary,aten.max.dim,3545
1,outside_boundary,aten.where.self,3015
1,outside_boundary,aten.nextafter.default,5660
1,outside_boundary,aten.unsqueeze.default,596
1,outside_boundary,aten.sum.dim_IntList,735
1,outside_boundary,aten.sub.Tensor,783
1,outside_boundary,aten.eq.Tensor,1141
1,outside_boundary,aten.arange.default,147
1,outside_boundary,aten.min.default,189
1,outside_boundary,aten.nonzero.default,189
1,outside_boundary,aten.lt.Tensor,315
1,outside_boundary,aten.unbind.int,1556
1,outside_boundary,aten.ge.Tensor,325
1,outside_boundary,aten.all.dim,335
1,outside_boundary,aten.count_nonzero.default,315
1,outside_boundary,aten.clamp.default,126
1,outside_boundary,aten.pow.Tensor_Tensor,378
1,outside_boundary,aten._to_copy.default,126
1,outside_boundary,aten.copy_.default,331
1,outside_boundary,aten.full.default,84
1,outside_boundary,aten.scatter_reduce_.two,84
1,outside_boundary,aten.empty.memory_format,92
1,outside_boundary,aten.set_.source_Storage,92
1,outside_boundary,aten.new_empty.default,46
1,outside_boundary,aten.set_.source_Storage_storage_offset,46
1,outside_boundary,aten.div.Tensor,8
1,C,aten.abs.default,157
1,C,aten.ne.Scalar,157
1,C,aten.eq.Tensor,163
1,C,aten.mul.Tensor,405
1,C,aten.all.default,163
1,C,aten._local_scalar_dense.default,253
1,B,aten.lift_fresh.default,14
1,B,aten.expand.default,2
1,B,aten.sum.dim_IntList,1
1,B,aten.view.default,5
1,B,aten.empty.memory_format,5
1,B,aten.slice.Tensor,5
1,B,aten.select.int,1
1,B,aten.unsqueeze.default,3
1,B,aten.pow.Tensor_Tensor,1
1,B,aten.mul.Tensor,81
1,B,aten.detach.default,2
1,B,aten.zeros.default,1
1,B,aten.scatter_add_.default,1
1,C,aten.lift_fresh.default,129
1,C,aten.expand.default,1
1,C,aten.detach.default,4
1,C,aten.gt.Tensor,34
1,C,aten.any.default,90
1,C,aten.slice.Tensor,68
1,C,aten.select.int,278
1,C,aten.lt.Tensor,3
1,C,aten.bitwise_or.Tensor,65
1,C,aten.unsqueeze.default,24
1,C,aten.ones_like.default,18
1,C,aten.stack.default,70
1,C,aten.amin.default,62
1,C,aten.full_like.default,286
1,C,aten.nextafter.default,286
1,C,aten.amax.default,62
1,C,aten.eq.Scalar,808
1,C,aten.bitwise_and.Tensor,407
1,C,aten.where.self,690
1,C,aten.zeros_like.default,247
1,C,aten.index.Tensor,84
1,C,aten.add.Tensor,162
1,C,aten.view.default,108
1,C,aten.index_put_.default,42
1,C,aten.neg.default,6
1,C,aten.cat.default,14
1,C,aten.zeros.default,3
1,C,aten.clone.default,118
1,C,aten.le.Tensor,5
1,C,aten.ge.Tensor,1
1,A,aten.detach.default,174
1,A,aten.unbind.int,4
1,A,aten.isnan.default,10
1,A,aten.any.default,15
1,A,aten.gt.Tensor,5
1,A,aten.ne.Scalar,168
1,A,aten.eq.Scalar,1348
1,A,aten.zeros_like.default,674
1,A,aten.add.Tensor,674
1,B,aten.ones_like.default,4
1,B,aten.zeros_like.default,80
1,B,aten.add.Tensor,80
1,B,aten.pow.Tensor_Scalar,76
1,C,aten.isnan.default,56
1,D,aten.zeros.default,448
1,D,aten.clone.default,11624
1,D,aten.view.default,5830
1,D,aten.isnan.default,5812
1,D,aten.any.default,8718
1,D,aten._local_scalar_dense.default,8718
1,D,aten.gt.Tensor,2906
1,D,aten.add.Tensor,1416
1,D,aten.full_like.default,3628
1,D,aten.nextafter.default,3628
1,D,aten.mul.Tensor,3280
1,D,aten.stack.default,898
1,D,aten.min.dim,898
1,D,aten.max.dim,898
1,D,aten.zeros_like.default,208
1,D,aten.abs.default,832
1,D,aten.minimum.default,208
1,D,aten.maximum.default,208
1,D,aten.le.Scalar,208
1,D,aten.ge.Scalar,208
1,D,aten.bitwise_and.Tensor,208
1,D,aten.pow.Tensor_Scalar,572
1,D,aten.where.self,208
1,H,aten.add.Tensor,50
1,H,aten.full_like.default,90
1,H,aten.nextafter.default,90
1,H,aten.clone.default,136
1,H,aten.view.default,72
1,H,aten.isnan.default,68
1,H,aten.any.default,102
1,H,aten._local_scalar_dense.default,198
1,H,aten.gt.Tensor,34
1,H,aten.sub.Tensor,30
1,H,aten.detach.default,96
1,H,aten.lift_fresh.default,48
1,H,aten.abs.default,44
1,H,aten.ne.Scalar,44
1,H,aten.eq.Tensor,44
1,H,aten.mul.Tensor,68
1,F,aten.detach.default,104
1,F,aten._local_scalar_dense.default,120
1,G,aten.lift_fresh.default,26
1,G,aten.abs.default,95
1,G,aten.ne.Scalar,95
1,G,aten.eq.Tensor,95
1,G,aten.mul.Tensor,115
1,G,aten._local_scalar_dense.default,217
1,G,aten.all.default,108
1,G,aten.ones_like.default,2
1,G,aten.clone.default,91
1,G,aten.view.default,90
1,G,aten.isnan.default,44
1,G,aten.any.default,68
1,G,aten.gt.Tensor,22
1,G,aten.stack.default,24
1,G,aten.sub.Tensor,27
1,G,aten.full_like.default,41
1,G,aten.nextafter.default,41
1,G,aten.le.Tensor,18
1,G,aten.ge.Tensor,9
1,G,aten.bitwise_and.Tensor,9
1,G,aten.empty.memory_format,3
1,E,aten.detach.default,728
1,E,aten._local_scalar_dense.default,2854
1,G,aten.min.dim,6
1,G,aten.max.dim,6
1,G,aten.zeros.default,4
1,G,aten.detach.default,68
1,E,aten.zeros_like.default,166
1,E,aten.add.Tensor,698
1,E,aten.clone.default,2228
1,E,aten.view.default,1100
1,E,aten.eq.Scalar,26
1,E,aten.all.default,186
1,E,aten.zeros.default,132
1,E,aten.isnan.default,1032
1,E,aten.any.default,1548
1,E,aten.gt.Tensor,516
1,E,aten.mul.Tensor,1224
1,E,aten.lift_fresh.default,802
1,E,aten.abs.default,958
1,E,aten.le.Tensor,160
1,E,aten.stack.default,92
1,E,aten.min.dim,92
1,E,aten.full_like.default,1120
1,E,aten.nextafter.default,1120
1,E,aten.max.dim,92
1,E,aten.sub.Tensor,404
1,E,aten.ne.Scalar,754
1,E,aten.eq.Tensor,754
1,D,aten.lift_fresh.default,346
1,E,aten.equal.default,80
1,H,aten.div.Tensor,2
1,F,aten.lift_fresh.default,60
1,F,aten.clone.default,20
1,F,aten.view.default,16
1,F,aten.eq.Scalar,8
1,F,aten.all.default,8
1,F,aten.neg.default,2
1,F,aten.abs.default,70
1,F,aten.ne.Scalar,48
1,F,aten.eq.Tensor,46
1,F,aten.mul.Tensor,46
1,F,aten.sub.Tensor,34
1,F,aten.full_like.default,6
1,F,aten.nextafter.default,6
1,F,aten.zeros.default,6
1,F,aten.max.default,24
1,G,aten.add.Tensor,6
1,G,aten.le.Scalar,2
1,G,aten.ge.Scalar,2
1,G,aten.reciprocal.default,4
1,F,aten.isnan.default,8
1,F,aten.any.default,14
1,F,aten.gt.Tensor,4
1,F,aten.ones.default,2
1,H,aten.eq.Scalar,4
1,H,aten.all.default,4
1,H,aten.zeros.default,8
1,H,aten.stack.default,6
1,H,aten.min.dim,6
1,H,aten.max.dim,6
2,outside_boundary,aten.lift_fresh.default,540
2,outside_boundary,aten.clone.default,11233
2,outside_boundary,aten.view.default,1568
2,outside_boundary,aten.isnan.default,594
2,outside_boundary,aten.any.default,1403
2,outside_boundary,aten._local_scalar_dense.default,12197
2,outside_boundary,aten.gt.Tensor,612
2,outside_boundary,aten.eq.Scalar,337
2,outside_boundary,aten.all.default,6132
2,outside_boundary,aten.zeros_like.default,1947
2,outside_boundary,aten.add.Tensor,2087
2,outside_boundary,aten.ne.Scalar,1105
2,outside_boundary,aten.ones.default,317
2,outside_boundary,aten.mul.Tensor,7626
2,outside_boundary,aten.zeros.default,133
2,A,aten.zeros.default,1
2,A,aten.empty.memory_format,1
2,A,aten.empty_like.default,1
2,A,aten.select.int,34
2,A,aten.copy_.default,8
2,A,aten.stack.default,2
2,A,aten.view.default,1420
2,A,aten.clone.default,1518
2,A,aten.le.Tensor,3
2,A,aten.all.default,2819
2,A,aten._local_scalar_dense.default,3002
2,outside_boundary,aten.slice.Tensor,5819
2,outside_boundary,aten.select.int,7460
2,outside_boundary,aten.allclose.default,452
2,outside_boundary,aten.full_like.default,5684
2,outside_boundary,aten.le.Tensor,5350
2,outside_boundary,aten.index_select.default,1740
2,outside_boundary,aten.expand.default,168
2,outside_boundary,aten.scatter_add_.default,93
2,outside_boundary,aten.ones_like.default,756
2,outside_boundary,aten.max.default,756
2,outside_boundary,aten.detach.default,3034
2,outside_boundary,aten.abs.default,3910
2,outside_boundary,aten.minimum.default,726
2,outside_boundary,aten.maximum.default,945
2,outside_boundary,aten.le.Scalar,618
2,outside_boundary,aten.ge.Scalar,984
2,outside_boundary,aten.bitwise_and.Tensor,992
2,outside_boundary,aten.pow.Tensor_Scalar,9926
2,outside_boundary,aten.stack.default,4807
2,outside_boundary,aten.min.dim,3547
2,outside_boundary,aten.max.dim,3547
2,outside_boundary,aten.where.self,3017
2,outside_boundary,aten.nextafter.default,5672
2,outside_boundary,aten.unsqueeze.default,596
2,outside_boundary,aten.sum.dim_IntList,735
2,outside_boundary,aten.sub.Tensor,783
2,outside_boundary,aten.eq.Tensor,1141
2,outside_boundary,aten.arange.default,147
2,outside_boundary,aten.min.default,189
2,outside_boundary,aten.nonzero.default,189
2,outside_boundary,aten.lt.Tensor,315
2,outside_boundary,aten.unbind.int,1556
2,outside_boundary,aten.cat.default,608
2,outside_boundary,aten.ge.Tensor,325
2,outside_boundary,aten.all.dim,335
2,outside_boundary,aten.count_nonzero.default,315
2,outside_boundary,aten.clamp.default,126
2,outside_boundary,aten.pow.Tensor_Tensor,378
2,outside_boundary,aten._to_copy.default,126
2,outside_boundary,aten.copy_.default,331
2,outside_boundary,aten.full.default,84
2,outside_boundary,aten.scatter_reduce_.two,84
2,outside_boundary,aten.empty.memory_format,92
2,outside_boundary,aten.set_.source_Storage,92
2,outside_boundary,aten.new_empty.default,46
2,outside_boundary,aten.set_.source_Storage_storage_offset,46
2,outside_boundary,aten.div.Tensor,8
2,outside_boundary,aten.bitwise_not.default,8
2,C,aten.abs.default,157
2,C,aten.ne.Scalar,157
2,C,aten.eq.Tensor,163
2,C,aten.mul.Tensor,405
2,C,aten.all.default,163
2,C,aten._local_scalar_dense.default,253
2,B,aten.lift_fresh.default,4
2,B,aten.expand.default,2
2,B,aten.slice.Tensor,5
2,B,aten.select.int,1
2,B,aten.unsqueeze.default,3
2,B,aten.pow.Tensor_Tensor,1
2,B,aten.mul.Tensor,81
2,B,aten.detach.default,2
2,B,aten.view.default,3
2,B,aten.zeros.default,1
2,B,aten.scatter_add_.default,1
2,C,aten.lift_fresh.default,129
2,C,aten.expand.default,1
2,C,aten.detach.default,4
2,C,aten.gt.Tensor,34
2,C,aten.any.default,90
2,C,aten.slice.Tensor,68
2,C,aten.select.int,278
2,C,aten.lt.Tensor,3
2,C,aten.bitwise_or.Tensor,65
2,C,aten.unsqueeze.default,24
2,C,aten.ones_like.default,18
2,C,aten.stack.default,70
2,C,aten.amin.default,62
2,C,aten.full_like.default,286
2,C,aten.nextafter.default,286
2,C,aten.amax.default,62
2,C,aten.eq.Scalar,808
2,C,aten.bitwise_and.Tensor,407
2,C,aten.where.self,690
2,C,aten.zeros_like.default,247
2,C,aten.index.Tensor,84
2,C,aten.add.Tensor,162
