stage,source_callsite,input_shapes,aten_to_count,percent_of_total_aten_to
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",6552,53.98368624866112
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:291:_positive_power_over_factorial,"[[],[],[],[],[],[]]",1716,14.13858449369696
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",936,7.71195517838016
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:278:_interval_div_positive_integer,"[[],[],[],[],[],[]]",819,6.74796078108264
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",576,4.745818571310868
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,6],[],[],[],[],[]]",130,1.0711048858861334
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:265:_interval_scale,"[[],[],[],[],[],[]]",129,1.062865617533163
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:265:_interval_scale,"[[48,1],[],[],[],[],[]]",103,0.8486446403559363
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",72,0.5932273214138585
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",60,0.4943561011782154
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",60,0.4943561011782154
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",60,0.4943561011782154
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",38,0.31309219741286975
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",36,0.29661366070692924
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",36,0.29661366070692924
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",30,0.2471780505891077
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[48],[],[],[],[]]",30,0.2471780505891077
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:1927:scale,"[[48,1],[],[],[],[],[]]",26,0.21422097717722666
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:1927:scale,"[[],[],[],[],[],[]]",26,0.21422097717722666
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:2257:constants_like,"[[],[],[],[],[],[]]",26,0.21422097717722666
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2856:_sound_mul_tm,"[[],[],[],[],[],[],[],[]]",13,0.10711048858861333
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2856:_sound_mul_tm,"[[84],[],[],[],[],[]]",13,0.10711048858861333
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",10,0.08239268352970257
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",10,0.08239268352970257
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",10,0.08239268352970257
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,6],[],[],[],[],[]]",6,0.049435610117821535
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",6,0.049435610117821535
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",5,0.041196341764851284
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,"[[],[],[],[],[],[],[],[]]",5,0.041196341764851284
affine_composition,src/torch_tm_flowpipe/tora_q3.py:191:compose_tora_q3_tm,"[[5],[],[],[],[],[]]",5,0.041196341764851284
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[]]",3,0.024717805058910768
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[]]",3,0.024717805058910768
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[]]",3,0.024717805058910768
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[]]",3,0.024717805058910768
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[]]",3,0.024717805058910768
affine_composition,src/torch_tm_flowpipe/tora_q3.py:191:compose_tora_q3_tm,"[[21],[],[],[],[],[]]",3,0.024717805058910768
affine_composition,src/torch_tm_flowpipe/tora_q3.py:191:compose_tora_q3_tm,"[[56],[],[],[],[],[]]",3,0.024717805058910768
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.016478536705940513
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.016478536705940513
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.016478536705940513
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.016478536705940513
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:1802:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.016478536705940513
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:2331:with_remainder,"[[48,5],[],[],[],[],[]]",2,0.016478536705940513
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2856:_sound_mul_tm,"[[],[],[],[],[],[],[],[]]",2,0.016478536705940513
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2856:_sound_mul_tm,"[[84],[],[],[],[],[]]",2,0.016478536705940513
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[],[],[],[],[],[]]",1,0.008239268352970256
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.008239268352970256
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[],[]]",1,0.008239268352970256
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[],[],[],[],[],[]]",1,0.008239268352970256
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.008239268352970256
