path,format,schema_or_fields,versioned_schema,classification
artifacts/runs/20260730T153654Z/CONFIG_MANIFEST.json,json,benchmark_sha256;expected_configuration_count;expected_configurations;profile;profile_sha256;required_repetitions,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/ELIGIBILITY.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;excluded_from_authoritative;exclusion_reason;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;primary_numerical_eligible;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time;width_runtime_pareto,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/ENVIRONMENT.json,json,captured_utc;cpu_count;cuda_available;cuda_skip_reason;jax_probe;machine;packages;platform;processor;python;python_executable;repositories,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/EXPLORATORY.csv,csv,,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/FAILURES.csv,csv,,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/FIGURE_MANIFEST.csv,csv,figure;filters;generator_commit;grouping;row_count;series;source_files;source_sha256;x;y,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/INDEPENDENT_AUDIT.json,json,authoritative;checks;failures;passed;status,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/PRIMARY_PARETO.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;excluded_from_authoritative;exclusion_reason;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;primary_numerical_eligible;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time;width_runtime_pareto,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/PROVENANCE.json,json,benchmark;benchmark_sha256;captured_utc;code_sha;dependencies;profile_sha256;runner;runner_command;runner_commands;runtime_boundary_version;schema_version;temporary_builds_removed;test_commands,true,frozen_artifact_schema
artifacts/runs/20260730T153654Z/RAW_OBSERVATIONS.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_measurement_reason;memory_unavailable_reason;message;native_validation_passed;observation_source;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;reset_discarded_term_count;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/RUN_MANIFEST.json,json,authoritative_requested;code_freeze_sha;code_sha;completed_utc;counts;output_directory_empty_at_start;output_preexisted;profile;run_id;runner_commands;runtime_boundary_version;schema_version;started_utc;status;test_commands,true,frozen_artifact_schema
artifacts/runs/20260730T153654Z/SUMMARY.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/acceleration_diffreach.csv,csv,acceleration_scope;algorithmic_hardware_fair_comparison;analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;backend;backend_status;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/acceleration_flowstar.csv,csv,acceleration_scope;algorithmic_hardware_fair_comparison;analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;backend;backend_status;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/acceleration_summary.csv,csv,algorithmic_hardware_fair_comparison;all_native_validations_passed;backend;backend_status;compile_or_context_time_s;h;interpretation;median_full_configuration_time_s;median_successful_horizon;median_width_at_evaluation_time;message;requested_horizon;runtime_max_s;runtime_min_s;runtime_repetitions;speedup_vs_same_tool_cpu;system;tool;variant,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/acceleration_torch.csv,csv,acceleration_scope;algorithmic_hardware_fair_comparison;analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;backend;backend_status;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;reset_discarded_term_count;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/final_acceptance.json,json,authoritative;checks;failures;passed;status,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/native_pareto_excluded.csv,csv,,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/native_pareto_exploratory.csv,csv,,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/native_pareto_summary.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;excluded_from_authoritative;exclusion_reason;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;primary_numerical_eligible;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time;width_runtime_pareto,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/pareto_checks.json,json,acceleration_rows;all_selected_have_ten_repetitions;available_acceleration_rows;excluded_repeated_configuration_rows;exploratory_single_sweep_rows;pareto_rows;repeated_configuration_rows;repetition_observations,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/pareto_repetitions_diffreach.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/pareto_repetitions_flowstar.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/pareto_repetitions_torch.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;reset_discarded_term_count;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
artifacts/runs/20260730T153654Z/runtime_summary.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,frozen_artifact_schema
audits/repository_consolidation/20260730T083258Z/00_start_state/environment.json,json,commands;environment_variables;external_roots;machine;packages;platform;python;release;repo_root;system;tools;torch_runtime;work_parent,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/artifact_inventory.csv,csv,path;size_bytes;blob_sha1;extension;classification;active_tree_decision,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/branch_feature_matrix.csv,csv,branch_name;feature;status;evidence,false,inventory_or_protocol_schema
