schema,mode,step,t_after,t_after_hex,h,h_hex,status_code,endpoint_x_lo,endpoint_x_hi,endpoint_x_lo_hex,endpoint_x_hi_hex,endpoint_y_lo,endpoint_y_hi,endpoint_y_lo_hex,endpoint_y_hi_hex,segment_x_lo,segment_x_hi,segment_x_lo_hex,segment_x_hi_hex,segment_y_lo,segment_y_hi,segment_y_lo_hex,segment_y_hi_hex,prefix_x_lo,prefix_x_hi,prefix_x_lo_hex,prefix_x_hi_hex,prefix_y_lo,prefix_y_hi,prefix_y_lo_hex,prefix_y_hi_hex,tmvpre_term_count,tmv_term_count,tmvpre_component_count,tmv_component_count,tmvpre_remainder_x_lo,tmvpre_remainder_x_hi,tmvpre_remainder_x_lo_hex,tmvpre_remainder_x_hi_hex,tmvpre_remainder_y_lo,tmvpre_remainder_y_hi,tmvpre_remainder_y_lo_hex,tmvpre_remainder_y_hi_hex,domain_time_lo,domain_time_hi,domain_time_lo_hex,domain_time_hi_hex,queue_J_post_return,queue_Phi_L_post_return,queue_scalars,queue_max_size
flowstar_vdp_stock_reach_v1,oneshot,1,0.01,0x1.47ae147ae147bp-7,0.01,0x1.47ae147ae147bp-7,2,1.1233097182976843,1.4244225119339453,0x1.1f9139c75e164p+0,0x1.6ca6f42871456p+0,2.311664291358734,2.434298058178654,0x1.27e49d915bbf6p+1,0x1.3797142a4bfbep+1,1.0993097056396248,1.4245550681839452,0x1.196c5c61e5c78p+0,0x1.6cafa415337afp+0,2.3116590217343096,2.4610649331786534,0x1.27e4715ced155p+1,0x1.3b042cfcaad8dp+1,1.0993097056396248,1.4245550681839452,0x1.196c5c61e5c78p+0,0x1.6cafa415337afp+0,2.3116590217343096,2.4610649331786534,0x1.27e4715ced155p+1,0x1.3b042cfcaad8dp+1,32,2,3,3,-6.1601259820983703e-08,7.9016770190763941e-08,-0x1.08934d2c67c6p-24,0x1.535fdb8c9824fp-24,-6.1598855612242119e-06,7.9014240992311508e-06,-0x1.9d6207338b271p-18,0x1.0920b7589fcc2p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,2,0.02,0x1.47ae147ae147bp-6,0.01,0x1.47ae147ae147bp-7,2,1.1463431164287508,1.448566150802123,0x1.2576be130e637p+0,0x1.72d53b33c9a83p+0,2.2724661522317584,2.4165085009555138,0x1.22e02bbe8d1a2p+1,0x1.3550268b0e11cp+1,1.1226107177825237,1.44870624101504,0x1.1f636a7f03d8bp+0,0x1.72de6986abb26p+0,2.2724600705092985,2.4447766953733701,0x1.22dff8ba26d24p+1,0x1.38ee71585366fp+1,1.0993097056396248,1.44870624101504,0x1.196c5c61e5c78p+0,0x1.72de6986abb26p+0,2.2724600705092985,2.4610649331786534,0x1.22dff8ba26d24p+1,0x1.3b042cfcaad8dp+1,33,7,3,3,-6.6491734846433948e-08,8.349628881488235e-08,-0x1.1d946f84711f5p-24,0x1.669d23f318ac1p-24,-6.6489102431393157e-06,8.3493530559457061e-06,-0x1.be33687f5b03ap-18,0x1.18286589f1566p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,3,0.029999999999999999,0x1.eb851eb851eb8p-6,0.01,0x1.47ae147ae147bp-7,2,1.1691929266517309,1.4723117697196855,0x1.2b503a46af07bp+0,0x1.78e96c9476413p+0,2.2319465265461922,2.3971684239334445,0x1.1db06c7cf7e58p+1,0x1.32d66a37e6252p+1,1.1457431471448418,1.4724592094859461,0x1.254f6c429a6c1p+0,0x1.78f316356fa7ap+0,2.2319396559619262,2.4269002494421277,0x1.1db032da80406p+1,0x1.36a4aad9010c1p+1,1.0993097056396248,1.4724592094859461,0x1.196c5c61e5c78p+0,0x1.78f316356fa7ap+0,2.2319396559619262,2.4610649331786534,0x1.1db032da80406p+1,0x1.3b042cfcaad8dp+1,33,7,3,3,-7.1806099804682626e-08,8.8318273457076906e-08,-0x1.3467a4452c39dp-24,0x1.7b52f7f6e697dp-24,-7.1803229610990066e-06,8.8315278210370239e-06,-0x1.e1dd02590056ep-18,0x1.28563f0f7de78p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,4,0.040000000000000001,0x1.47ae147ae147bp-5,0.01,0x1.47ae147ae147bp-7,2,1.1918493120764078,1.4956431261045193,0x1.311d095920d64p+0,0x1.7ee277c91b2a5p+0,2.1902043979452102,2.3762655509239732,0x1.18589e225d723p+1,0x1.30297835ea39cp+1,1.1686967802003874,1.4957977074253459,0x1.2b2fb651e6b2bp+0,0x1.7eec993ad2d9ep+0,2.1901967676653804,2.4074186260796417,0x1.18585e2076bf8p+1,0x1.34264b25658b5p+1,1.0993097056396248,1.4957977074253459,0x1.196c5c61e5c78p+0,0x1.7eec993ad2d9ep+0,2.1901967676653804,2.4610649331786534,0x1.18585e2076bf8p+1,0x1.3b042cfcaad8dp+1,33,8,3,3,-7.7288996771357882e-08,9.3233370433922476e-08,-0x1.4bf42690f300bp-24,0x1.906f2cc583ed4p-24,-7.7285881039233021e-06,9.323013212698778e-06,-0x1.035410f91dbaap-17,0x1.38d412ddd5c61p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,5,0.050000000000000003,0x1.999999999999ap-5,0.01,0x1.47ae147ae147bp-7,2,1.2142984945840025,1.5185460892717926,0x1.36dc4421d200cp+0,0x1.84bf6fbee41b9p+0,2.147313247925057,2.3538216611420713,0x1.12db29170d864p+1,0x1.2d4a07379c5d1p+1,1.1914574153220059,1.5187075814482904,0x1.31035a69627cp+0,0x1.84ca052281f64p+0,2.1473048928127283,2.3863490950747446,0x1.12dae30095f23p+1,0x1.3173e31c17b56p+1,1.0993097056396248,1.5187075814482904,0x1.196c5c61e5c78p+0,0x1.84ca052281f64p+0,2.1473048928127283,2.4610649331786534,0x1.12dae30095f23p+1,0x1.3b042cfcaad8dp+1,33,9,3,3,-8.2801400272574617e-08,9.8110498435156986e-08,-0x1.63a11a369cf7ep-24,0x1.a561a243196c2p-24,-8.2798032475392851e-06,9.8107012229824451e-06,-0x1.15d2f7e48a34dp-17,0x1.493148248224fp-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,6,0.059999999999999998,0x1.eb851eb851eb8p-5,0.01,0x1.47ae147ae147bp-7,2,1.236511290526765,1.5410071059660422,0x1.3c8c0101f27c6p+0,0x1.8a7f7113071b2p+0,2.1033608364573957,2.3298548169928086,0x1.0d3aed8a22c7bp+1,0x1.2a38aec1b4c24p+1,1.2139954003155511,1.541175256658369,0x1.36c8670dd9874p+0,0x1.8a8a762cc089bp+0,2.1033517967630382,2.3637054268612756,0x1.0d3aa1b58a405p+1,0x1.2e8de640df9a6p+1,1.0993097056396248,1.541175256658369,0x1.196c5c61e5c78p+0,0x1.8a8a762cc089bp+0,2.1033517967630382,2.4610649331786534,0x1.0d3aa1b58a405p+1,0x1.3b042cfcaad8dp+1,33,9,3,3,-8.8307637040308954e-08,1.0292618691163459e-07,-0x1.7b4746144c9dp-24,0x1.ba108a1059b79p-24,-8.8304011950478307e-06,1.0292244919807738e-05,-0x1.284c91957194ap-17,0x1.5959b5ee34dd4p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,7,0.070000000000000007,0x1.1eb851eb851ecp-4,0.01,0x1.47ae147ae147bp-7,2,1.2584870000306463,1.563013563121163,0x1.422c343b92a18p+0,0x1.9021a828cf50dp+0,2.0584354666487275,2.3043870614224464,0x1.077ad03917657p+1,0x1.26f627bd11461p+1,1.2363095238938313,1.5631880995683221,0x1.3c7ec7ecdb7a6p+0,0x1.902d186524701p+0,2.0584257876290146,2.3395056216664076,0x1.077a7f078e095p+1,0x1.2b74eb92eec47p+1,1.0993097056396248,1.5631880995683221,0x1.196c5c61e5c78p+0,0x1.902d186524701p+0,2.0584257876290146,2.4610649331786534,0x1.077a7f078e095p+1,0x1.3b042cfcaad8dp+1,33,9,3,3,-9.3734693673912102e-08,1.0761387150681739e-07,-0x1.929662b80637ep-24,0x1.ce32b3f9e3533p-24,-9.3730807942689648e-06,1.0760988047875339e-05,-0x1.3a8226a48c43bp-17,0x1.69142ef851977p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,8,0.080000000000000002,0x1.47ae147ae147bp-4,0.01,0x1.47ae147ae147bp-7,2,1.2802131748794479,1.5845537572522943,0x1.47bc0cf603fb9p+0,0x1.95a550a6270cp+0,2.0126263352160594,2.2774474394421564,0x1.019dbd606920ap+1,0x1.238365cf61aa1p+1,1.258386786049299,1.5847343876409554,0x1.4225a2ebccdfbp+0,0x1.95b1271fc3b5ap+0,2.0126160666868316,2.3137749604418936,0x1.019d673ce97cp+1,0x1.2829c724b3688p+1,1.0993097056396248,1.5847343876409554,0x1.196c5c61e5c78p+0,0x1.95b1271fc3b5ap+0,2.0126160666868316,2.4610649331786534,0x1.019d673ce97cp+1,0x1.3b042cfcaad8dp+1,33,9,3,3,-9.9024429717550668e-08,1.1212509618287278e-07,-0x1.a94e830c6cb22p-24,0x1.e192d8d63585ap-24,-9.9020281759048849e-06,1.1212085166220803e-05,-0x1.4c41c63c66f4ep-17,0x1.78371406146ccp-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,9,0.089999999999999997,0x1.70a3d70a3d70ap-4,0.01,0x1.47ae147ae147bp-7,2,1.3016776426098386,1.6056169238878648,0x1.4d3abef8f191fp+0,0x1.9b09b5f200a3ep+0,1.9660240734267194,2.249069948486234,0x1.f74d5a8a8436ep+0,0x1.1fe1862995178p+1,1.2802144249310421,1.6058033388566575,0x1.47bc21eef23efp+0,0x1.9b15ed78326b5p+0,1.9660132692574046,2.2865439818551745,0x1.f74ca546f66cap+0,0x1.24ad7923777ffp+1,1.0993097056396248,1.6058033388566575,0x1.196c5c61e5c78p+0,0x1.9b15ed78326b5p+0,1.9660132692574046,2.4610649331786534,0x1.f74ca546f66cap+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.0415962097469426e-07,1.164526032825301e-07,-0x1.bf5cb6e356c64p-24,0x1.f428fdcbfe0fcp-24,-1.0415521126684599e-05,1.1644810697430025e-05,-0x1.5d7ca52d20338p-17,0x1.86bc2987b7dddp-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
flowstar_vdp_stock_reach_v1,oneshot,10,0.10000000000000001,0x1.999999999999ap-4,0.01,0x1.47ae147ae147bp-7,2,1.3228685513034451,1.6261932533967238,0x1.52a7836cc1547p+0,0x1.a04e33785094cp+0,1.918722272108689,2.2192913643911591,0x1.eb316200d04a3p+0,0x1.1c11bd4b2d78cp+1,1.3017799646846151,1.6263851276607182,0x1.4d4173a6e890ap+0,0x1.a05ac69600e9fp+0,1.9187109896666623,2.2578463317874551,0x1.eb30a4b718178p+0,0x1.21011bcd35d9p+1,1.0993097056396248,1.6263851276607182,0x1.196c5c61e5c78p+0,0x1.a05ac69600e9fp+0,1.9187109896666623,2.4610649331786534,0x1.eb30a4b718178p+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.0909233908770897e-07,1.2055850804158792e-07,-0x1.d48c4b9aa14efp-24,0x1.02e5bd9f23b6bp-23,-1.0908767022488314e-05,1.2055376355162146e-05,-0x1.6e09985f3199p-17,0x1.9482e4f59d6b2p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,0,0,3,100
