trace_source,source,mode,attempt_global_index,accepted_step_index,step_index,attempt_index_within_step,adaptive_attempt_index,t_before,h_try,h,t_after,h_after_if_rejected_or_next,accepted,rejected,status,rejection_reason,message,residual_subset_target,target_check_width_x,target_check_width_y,target_check_width_sum,ordinary_step_remainder_width_x,ordinary_step_remainder_width_y,ordinary_step_remainder_width_sum,right_map_range_width_x,right_map_range_width_y,right_map_range_width_sum,reset_width_x,reset_width_y,reset_width_sum,output_range_width_x,output_range_width_y,output_range_width_sum,final_segment_width_x,final_segment_width_y,final_segment_width_sum,output_only_symbolic_width_x,output_only_symbolic_width_y,output_only_symbolic_width_sum,queue_size,j_count,phi_l_count,tmv_pre_range_width_x,tmv_pre_range_width_y,tmv_pre_range_width_sum,tmv_right_range_width_x,tmv_right_range_width_y,tmv_right_range_width_sum,tmv_right_normal_range_width_x,tmv_right_normal_range_width_y,tmv_right_normal_range_width_sum,endpoint_pre_center_width_x,endpoint_pre_center_width_y,endpoint_pre_center_width_sum,center_x,center_y,scale_x,scale_y,inv_scale_x,inv_scale_y,new_x0_width_x,new_x0_width_y,new_x0_width_sum,target_remainder_width_x,target_remainder_width_y,target_remainder_width_sum,picard_no_remainder_residual_width_x,picard_no_remainder_residual_width_y,picard_no_remainder_residual_width_sum,picard_ctrunc_normal_residual_width_x,picard_ctrunc_normal_residual_width_y,picard_ctrunc_normal_residual_width_sum,cutoff_polynomial_difference_width_x,cutoff_polynomial_difference_width_y,cutoff_polynomial_difference_width_sum,symbolic_J_size,symbolic_Phi_L_size,scalar_x,scalar_y,symbolic_J_width_x,symbolic_J_width_y,symbolic_J_width_sum,symbolic_propagated_width_x,symbolic_propagated_width_y,symbolic_propagated_width_sum,final_flowpipe_width_x,final_flowpipe_width_y,final_flowpipe_width_sum,residual_width_x,residual_width_y,residual_width_sum,residual_over_target_x,residual_over_target_y,residual_over_target_sum
torch_v2,torch,torch_v2,0,0,0,1,1,0,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.050000000000000003,false,true,rejected,Flowstar ctrunc tmp remainder not subset of target remainder,Flowstar ctrunc tmp remainder not subset of target remainder,false,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.00043386967452604247,0.0061367004950257228,0.0065705701695517654,,,,,,,0.29984460144736197,0.30287224200093782,0.60271684344829979,0.29984460144736197,0.30287224200093782,0.60271684344829979,,,,,,,0.57762096850465749,0.6963860799973679,1.2740070485020254,,,,,,,,,,,,,,,,,,,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.00043386967452604247,0.0061367004950257228,0.0065705701695517654,0.00043386967652604268,0.0061367004970257237,0.0065705701735517662,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,,,,,,,,,,,0.29984460144736197,0.30287224200093782,0.60271684344829979,0.00043386967452604247,0.0061367004950257228,0.0065705701695517654,2.1693483726302123,30.683502475128613,16.426425423879412
torch_v2,torch,torch_v2,1,0,0,2,2,0,0.050000000000000003,0.050000000000000003,0.050000000000000003,0.025000000000000001,false,true,rejected,Flowstar ctrunc tmp remainder not subset of target remainder,Flowstar ctrunc tmp remainder not subset of target remainder,false,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,4.2839223410115631e-05,0.00056991946398231329,0.00061275868739242892,,,,,,,0.30242871194676685,0.20449425473210339,0.50692296667887027,0.30242871194676685,0.20449425473210339,0.50692296667887027,,,,,,,0.43146315904149662,0.36704790215897282,0.79851106120046944,,,,,,,,,,,,,,,,,,,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,4.2839223410115631e-05,0.00056991946398231329,0.00061275868739242892,4.283922541011563e-05,0.00056991946598231329,0.00061275869139242891,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,,,,,,,,,,,0.30242871194676685,0.20449425473210339,0.50692296667887027,4.2839223410115631e-05,0.00056991946398231329,0.00061275868739242892,0.21419611705057814,2.8495973199115663,1.5318967184810723
torch_v2,torch,torch_v2,2,0,0,3,3,0,0.025000000000000001,0.025000000000000001,0.025000000000000001,0.037500000000000006,true,false,accepted,,,true,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,8.3086088460146703e-06,0.0001103025972840523,0.00011861120613006697,0.30185892551351551,0.15297300515207976,0.45483193066559524,0.30187451964103001,0.15416690205854791,0.45604142169957795,0.30185892551351806,0.15297300515208703,0.45483193066560512,0.30185892551351806,0.15297300515208703,0.45483193066560512,4.9406564584124654e-324,4.9406564584124654e-324,9.8813129168249309e-324,1,1,1,0.36406781506989755,0.22708719055442653,0.5911550056243241,0.30185892551351551,0.15297300515207976,0.45483193066559524,0.30185892551351551,0.15297300515207976,0.45483193066559524,0.30185892551351551,0.15297300515207976,0.45483193066559524,1.3091480530492146,2.3302942066425647,0.15093725982051429,0.077083451029272401,6.6252693416399717,12.972953165008796,0.30187451964103001,0.15416690205854791,0.45604142169957795,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,8.3086088460146703e-06,0.0001103025972840523,0.00011861120613006697,8.3086108460146724e-06,0.0001103025992840523,0.00011861121013006697,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,1,1,6.6252693416399717,12.972953165008796,8.3086108460146792e-06,0.00011030259928405238,0.00011861121013006707,4.9406564584124654e-324,4.9406564584124654e-324,9.8813129168249309e-324,0.30185892551351806,0.15297300515208703,0.45483193066560512,8.3086088460146703e-06,0.0001103025972840523,0.00011861120613006697,0.04154304423007335,0.55151298642026148,0.29652801532516743
torch_v2,torch,torch_v2,3,1,1,1,1,0.025000000000000001,0.037500000000000006,0.037500000000000006,0.0625,0.018750000000000003,false,true,rejected,Flowstar ctrunc tmp remainder not subset of target remainder,Flowstar ctrunc tmp remainder not subset of target remainder,false,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,2.1704803145352965e-05,0.00030505684013168774,0.0003267616432770407,,,,,,,0.30616104338434053,0.23252151545902636,0.53868255884336691,0.30616104338434053,0.23252151545902636,0.53868255884336691,,,,,,,0.39897130663923425,0.36828735739778479,0.76725866403701903,,,,,,,,,,,,,,,,,,,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,2.1704803145352965e-05,0.00030505684013168774,0.0003267616432770407,2.1704805145352968e-05,0.00030505684213168779,0.00032676164727704073,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,,,,,,,,,,,0.30616104338434053,0.23252151545902636,0.53868255884336691,2.1704803145352965e-05,0.00030505684013168774,0.0003267616432770407,0.10852401572676482,1.5252842006584386,0.81690410819260173
torch_v2,torch,torch_v2,4,1,1,2,2,0.025000000000000001,0.018750000000000003,0.018750000000000003,0.043750000000000004,0.028125000000000004,true,false,accepted,,,true,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,5.4625664330841007e-06,7.2528971346751684e-05,7.7991537779835779e-05,0.30239790754416601,0.19154152531964297,0.49393943286380898,0.30244252680155231,0.1934066202551428,0.49584914705669514,0.3043929908009318,0.1939883619949119,0.49838135279584372,0.3043929908009318,0.1939883619949119,0.49838135279584372,1.1280890690674446e-05,7.1439999289213543e-05,8.2720889979887984e-05,2,2,2,0.349421261204445,0.25766587248033718,0.60708713368478218,0.30239790754416601,0.19154152531964297,0.49393943286380898,0.30239790754416601,0.19154152531964297,0.49393943286380898,0.30239790754416601,0.19154152531964297,0.49393943286380898,1.3523028984975192,2.2720696686888684,0.15122126340077532,0.096703310127570191,6.6128266456136018,10.340907655392648,0.30244252680155231,0.1934066202551428,0.49584914705669514,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,5.4625664330841007e-06,7.2528971346751684e-05,7.7991537779835779e-05,5.4625684330841012e-06,7.2528973346751716e-05,7.7991541779835817e-05,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,2,2,6.6128266456136018,10.340907655392648,1.582333496451941e-05,0.00018333536265846299,0.00019915869762298239,1.1280890690674446e-05,7.1439999289213543e-05,8.2720889979887984e-05,0.3043929908009318,0.1939883619949119,0.49838135279584372,5.4625664330841007e-06,7.2528971346751684e-05,7.7991537779835779e-05,0.027312832165420502,0.3626448567337584,0.19497884444958943
torch_v2,torch,torch_v2,5,2,2,1,1,0.043750000000000004,0.028125000000000004,0.028125000000000004,0.071875000000000008,0.042187500000000003,true,false,accepted,,,true,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,1.1915031885218382e-05,0.00017447469623409925,0.00018638972811931763,0.30183760131485221,0.24657229719364412,0.54840989850849631,0.30194460390362649,0.24905588560560246,0.55100048950922897,0.30702360246189603,0.2517924563204868,0.55881605878238283,0.30702360246189603,0.2517924563204868,0.55881605878238283,3.5397323890917782e-05,0.0001324407107591745,0.00016783803465009227,3,3,3,0.37411090999733793,0.36125252779864298,0.7353634377959809,0.30183760131485221,0.24657229719364412,0.54840989850849631,0.30183760131485221,0.24657229719364412,0.54840989850849631,0.30183760131485221,0.24657229719364412,0.54840989850849631,1.4148763710059524,2.1759175788859051,0.15097230195181252,0.12452794280279968,6.6237315525544611,8.0303261861764064,0.30194460390362649,0.24905588560560246,0.55100048950922897,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,1.1915031885218382e-05,0.00017447469623409925,0.00018638972811931763,1.1915033885218382e-05,0.00017447469823409924,0.00018638973211931761,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,3,3,6.6237315525544611,8.0303261861764064,3.2819814018221121e-05,0.00035873233448759995,0.00039155214850582107,3.5397323890917782e-05,0.0001324407107591745,0.00016783803465009227,0.30702360246189603,0.2517924563204868,0.55881605878238283,1.1915031885218382e-05,0.00017447469623409925,0.00018638972811931763,0.059575159426091907,0.87237348117049618,0.46597432029829405
torch_v2,torch,torch_v2,6,3,3,1,1,0.071875000000000008,0.042187500000000003,0.042187500000000003,0.11406250000000001,0.021093750000000001,false,true,rejected,Flowstar ctrunc tmp remainder not subset of target remainder,Flowstar ctrunc tmp remainder not subset of target remainder,false,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,3.2844386792804355e-05,0.00053321965822144223,0.00056606404501424658,,,,,,,0.31046949077163682,0.33112678989156047,0.64159628066319729,0.31046949077163682,0.33112678989156047,0.64159628066319729,,,,,,,0.40999013697435488,0.52765466885651569,0.93764480583087062,,,,,,,,,,,,,,,,,,,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,3.2844386792804355e-05,0.00053321965822144223,0.00056606404501424658,3.2844388792804354e-05,0.00053321966022144233,0.00056606404901424667,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,,,,,,,,,,,0.31046949077163682,0.33112678989156047,0.64159628066319729,3.2844386792804355e-05,0.00053321965822144223,0.00056606404501424658,0.16422193396402177,2.6660982911072111,1.4151601125356164
torch_v2,torch,torch_v2,7,3,3,2,2,0.071875000000000008,0.021093750000000001,0.021093750000000001,0.092968750000000017,0.031640625000000006,true,false,accepted,,,true,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,7.2670657785676811e-06,0.00010839485278695529,0.00011566191856552296,0.30035647295662288,0.28483804564769771,0.58519451860432059,0.30051798497253795,0.28747158784587917,0.58798957281841713,0.30670271996053483,0.29150215258059592,0.59820487254113075,0.30670271996053483,0.29150215258059592,0.59820487254113075,8.2365653904001694e-05,0.0002040003003928503,0.000286365954296852,4,4,4,0.35450217312677529,0.38350720702620694,0.73800938015298223,0.30035647295662288,0.28483804564769771,0.58519451860432059,0.30035647295662288,0.28483804564769771,0.58519451860432059,0.30035647295662288,0.28483804564769771,0.58519451860432059,1.4599566483652076,2.0975235654457456,0.15025899248626828,0.14373579392293837,6.6551757299410017,6.9572092845302951,0.30051798497253795,0.28747158784587917,0.58798957281841713,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,7.2670657785676811e-06,0.00010839485278695529,0.00011566191856552296,7.2670677785676815e-06,0.00010839485478695529,0.00011566192256552298,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,4,4,6.6551757299410017,6.9572092845302951,4.7559755411059121e-05,0.00046797587225357739,0.00051553562766463654,8.2365653904001694e-05,0.0002040003003928503,0.000286365954296852,0.30670271996053483,0.29150215258059592,0.59820487254113075,7.2670657785676811e-06,0.00010839485278695529,0.00011566191856552296,0.036335328892838401,0.54197426393477643,0.28915479641380737
torch_v2,torch,torch_v2,8,4,4,1,1,0.092968750000000017,0.031640625000000006,0.031640625000000006,0.12460937500000002,0.015820312500000003,false,true,rejected,Flowstar ctrunc tmp remainder not subset of target remainder,Flowstar ctrunc tmp remainder not subset of target remainder,false,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,1.6681986934836212e-05,0.00027844818249376781,0.00029513016942860402,,,,,,,0.30848115066108656,0.347104867996543,0.65558601865762955,0.30848115066108656,0.347104867996543,0.65558601865762955,,,,,,,0.3793311726100444,0.50250538747187046,0.88183656008191491,,,,,,,,,,,,,,,,,,,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,1.6681986934836212e-05,0.00027844818249376781,0.00029513016942860402,1.6681988934836214e-05,0.00027844818449376785,0.00029513017342860405,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,,,,,,,,,,,0.30848115066108656,0.347104867996543,0.65558601865762955,1.6681986934836212e-05,0.00027844818249376781,0.00029513016942860402,0.083409934674181049,1.3922409124688391,0.73782542357151004
torch_v2,torch,torch_v2,9,4,4,2,2,0.092968750000000017,0.015820312500000003,0.015820312500000003,0.10878906250000002,0.023730468750000004,true,false,accepted,,,true,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,4.6646682953602121e-06,6.758501115758382e-05,7.2249679452944028e-05,0.29866632927805442,0.311505694545328,0.61017202382338243,0.29886924340038773,0.31407862216314203,0.61294786556352976,0.30478341297511352,0.31819741346446145,0.62298082643957498,0.30478341297511352,0.31819741346446145,0.62298082643957498,0.00014565729806103014,0.00025969333168186147,0.00040535062974289158,5,5,5,0.33907558574331925,0.39238663986166583,0.73146222560498508,0.29866632927805442,0.311505694545328,0.61017202382338243,0.29866632927805442,0.311505694545328,0.61017202382338243,0.29866632927805442,0.311505694545328,0.61017202382338243,1.4926536068307155,2.0355984750311635,0.14943462170019312,0.15703931108156977,6.6918896613281129,6.3678323160789807,0.29886924340038773,0.31407862216314203,0.61294786556352976,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,4.6646682953602121e-06,6.758501115758382e-05,7.2249679452944028e-05,4.6646702953602125e-06,6.7585013157583839e-05,7.2249683452944052e-05,2.0000000000000008e-12,2.0000000000000008e-12,4.0000000000000015e-12,5,5,6.6918896613281129,6.3678323160789807,5.9550027863729293e-05,0.00053636498402910072,0.00059591501189283007,0.00014565729806103014,0.00025969333168186147,0.00040535062974289158,0.30478341297511352,0.31819741346446145,0.62298082643957498,4.6646682953602121e-06,6.758501115758382e-05,7.2249679452944028e-05,0.023323341476801058,0.33792505578791909,0.18062419863236007
