replay_kind,schedule_source_mode,replay_mode,step_index,prescribed_h,source_status,replay_status,source_h,replay_h,replay_h_delta,h_sequence_modified,source_t_hi,replay_t_hi,source_width_sum,replay_width_sum,width_reduction_relative,source_reset_width_sum,replay_reset_width_sum,cumulative_reset_reduction_relative,source_immediate_same_state_saving,replay_immediate_same_state_saving,replay_validation_failure_recorded,notes
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,0,0.012500000000000001,accepted,accepted,0.012500000000000001,0.012500000000000001,0,false,0.012500000000000001,0.012500000000000001,0.49371371665576347,0.49371371665576347,0,0.42837736416092054,0.42773824331745913,0.0014919575517564421,0.0014919575517564421,0.0014919575517564421,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,1,0.013750000000000002,accepted,accepted,0.013750000000000002,0.013750000000000002,0,false,0.026250000000000002,0.026250000000000002,0.53503630579431327,0.53436663610503143,0.0012516341078717044,0.45875573343961129,0.45749869742373894,0.0027400987589789308,0.0027399715444923057,0.0013444569982516831,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,2,0.015125000000000003,accepted,accepted,0.015125000000000003,0.015125000000000003,0,false,0.041375000000000009,0.041375000000000009,0.58030177652515702,0.57897426196727331,0.0022876279404706653,0.49094505024414448,0.48912058805833902,0.0037162248298422758,0.0037157907962176479,0.0011555387608223689,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,3,0.016637500000000003,accepted,accepted,0.016637500000000003,0.016637500000000003,0,false,0.058012500000000009,0.058012500000000009,0.62948330297547117,0.62753851184563403,0.0030895039163777857,0.52459708715946796,0.52229408584618131,0.0043900383163709318,0.00438905066506048,0.00091993266926142193,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,4,0.018301250000000005,accepted,accepted,0.018301250000000005,0.018301250000000005,0,false,0.076313750000000014,0.076313750000000014,0.68242283352584243,0.67994063426949225,0.0036373332403394501,0.55915465420198696,0.55651035352656186,0.0047291042926200441,0.004727236367468678,0.00063246122073220266,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,5,0.020131375000000007,accepted,accepted,0.020131375000000007,0.020131375000000007,0,false,0.09644512500000002,0.09644512500000002,0.73869545853299057,0.73580760767152498,0.0039093930091308633,0.59379572892644283,0.59100545300769247,0.0046990501662837175,0.0046958915670752884,0.00028847297386987766,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,6,0.011072256250000004,accepted,accepted,0.011072256250000004,0.011072256250000004,0,false,0.10751738125000003,0.10751738125000003,0.69398575009756058,0.69104724949042051,0.0042342376723541889,0.61115544859896875,0.60838536489022432,0.0045325354050179123,0.0045290725550470416,1.264018566971178e-06,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,7,0.012179481875000005,accepted,accepted,0.012179481875000005,0.012179481875000005,0,false,0.11969686312500004,0.11969686312500004,0.7229757345003851,0.72003672319938139,0.004065158982181784,0.62881668708464589,0.62615095298221202,0.0042392865157457752,0.0042354312397022359,0.00012463423441649171,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,8,0.013397430062500007,accepted,accepted,0.013397430062500007,0.013397430062500007,0,false,0.13309429318750005,0.13309429318750005,0.75352952837863074,0.75067627492799449,0.0037865184351509027,0.64644098668302141,0.64398629207336766,0.0037972446986214948,0.0037928913721108153,0.00027538139200442425,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,9,0.014737173068750008,accepted,accepted,0.014737173068750008,0.014737173068750008,0,false,0.14783146625625004,0.14783146625625004,0.78537165885092231,0.78271634072484164,0.0033809701383490983,0.66357848359493898,0.6614666825651806,0.0031824434968380777,0.0031774784004102064,0.00045574052568252973,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,10,0.016210890375625009,accepted,accepted,0.016210890375625009,0.016210890375625009,0,false,0.16404235663187505,0.16404235663187505,0.81806487181155174,0.81575004377501426,0.002829638719740464,0.67964790630619065,0.67803766071916016,0.0023692349701803575,0.0023635540086510988,0.00066825043836852324,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,11,0.01783197941318751,accepted,accepted,0.01783197941318751,0.01783197941318751,0,false,0.18187433604506256,0.18187433604506256,0.85097852322671841,0.84918119710108386,0.0021120699013877477,0.69392003190170515,0.69299666045195929,0.0013306597407417903,0.0013241997045423486,0.00091482049016272757,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,12,0.0098075886772531311,accepted,accepted,0.0098075886772531311,0.0098075886772531311,0,false,0.19168192472231568,0.19168192472231568,0.78741056795330744,0.78641753501557887,0.0012611374270854998,0.70020790535983801,0.69971475022046392,0.00070429816001671311,0.00069770707154882567,0.00057801844100676693,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,13,0.010788347544978445,accepted,accepted,0.010788347544978445,0.010788347544978445,0,false,0.20247027226729414,0.20247027226729414,0.80312544363059013,0.8025790260261656,0.0006803639565376101,0.70757479114145161,0.7068688283686253,0.00099772176971915042,0.0009900303344183045,0.0006883809835228357,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,14,0.01186718229947629,accepted,accepted,0.01186718229947629,0.01186718229947629,0,false,0.21433745456677042,0.21433745456677042,0.82076740046739816,0.82000635421924439,0.00092723742161344817,0.71480648993078177,0.71351202930225599,0.0018109245603675664,0.0018030920176870606,0.00081487508400244688,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,15,0.01305390052942392,accepted,accepted,0.01305390052942392,0.01305390052942392,0,false,0.22739135509619435,0.22739135509619435,0.83909504610440866,0.83773022485118043,0.001626539519646273,0.72114758261245582,0.7191809031254891,0.0027271525751249837,0.0027190462772601464,0.00095878694821664105,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,16,0.014359290582366313,accepted,accepted,0.014359290582366313,0.014359290582366313,0,false,0.24175064567856067,0.24175064567856067,0.85730367108168171,0.85524788824995412,0.0023979634067514822,0.72618986997266677,0.72346498334625453,0.0037523060277814121,0.0037437350706875754,0.0011209774754358734,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,17,0.015795219640602945,accepted,accepted,0.015795219640602945,0.015795219640602945,0,false,0.25754586531916362,0.25754586531916362,0.87499873792110394,0.87215904459159699,0.0032453684861920343,0.729443519170487,0.72587642537092567,0.0048901576418387766,0.0048808536082223485,0.0013018128762927385,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,18,0.017374741604663242,accepted,accepted,0.017374741604663242,0.017374741604663242,0,false,0.27492060692382686,0.27492060692382686,0.89169696120373798,0.88798690182424744,0.0041606728977546118,0.73033564934270667,0.72585040194170536,0.006141350768017393,0.006130945191279269,0.0015009556901691389,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,19,0.019112215765129569,accepted,accepted,0.019112215765129569,0.019112215765129569,0,false,0.29403282268895642,0.29403282268895642,0.90651770136116083,0.90185670769155579,0.0051416466138569962,0.7282166317290355,0.72275342861574721,0.007502167452996482,0.0074901690964772564,0.0017171258647560969,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,20,0.010511718670821265,accepted,accepted,0.010511718670821265,0.010511718670821265,0,false,0.30454454135977771,0.30454454135977771,0.82212653047626549,0.81655995090108613,0.0067709523641751269,0.72568065551145522,0.71970339512902326,0.0082367641152281002,0.0082243413743365457,0.00097087592457068678,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,21,0.011562890537903391,accepted,accepted,0.011562890537903391,0.011562890537903391,0,false,0.31610743189768109,0.31610743189768109,0.82775589545268879,0.82165969295989416,0.0073647346111146697,0.72212471123855071,0.71550271406263222,0.0091701572773500405,0.0091570378984254207,0.0010821286033825194,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,22,0.012719179591693731,accepted,accepted,0.012719179591693731,0.012719179591693731,0,false,0.32882661148937481,0.32882661148937481,0.83281809638182525,0.82605129364507157,0.0081251869599760392,0.71712609106899872,0.70976447857320524,0.010265436702797608,0.010251545816941994,0.0012034052550707196,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,23,0.013991097550863106,accepted,accepted,0.013991097550863106,0.013991097550863106,0,false,0.34281770904023789,0.34281770904023789,0.83681463368230136,0.82927276821827456,0.0090125879262408851,0.71034332146703005,0.70219340692505205,0.011473204992124741,0.011458221939711001,0.00133452120171131,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,24,0.015390207305949418,accepted,accepted,0.015390207305949418,0.015390207305949418,0,false,0.35820791634618732,0.35820791634618732,0.83930156997186312,0.83092854634494095,0.0099761801079472062,0.70145262000779929,0.69247270915527392,0.012801877983470242,0.012785345523593483,0.0014748593741325717,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,25,0.016929228036544362,accepted,accepted,0.016929228036544362,0.016929228036544362,0,false,0.37513714438273166,0.37513714438273166,0.83981874338561779,0.83056434335367868,0.011019520705898071,0.69010558390006027,0.68026479769870829,0.014259826946679372,0.01424113347044543,0.0016232694270861651,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,26,0.0186221508401988,accepted,accepted,0.0186221508401988,0.0186221508401988,0,false,0.39375929522293046,0.39375929522293046,0.83782729783676335,0.82765157018766611,0.012145376111963129,0.67595216887869192,0.66523480851498162,0.015855205230702732,0.015833532017272098,0.001777925964499401,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,27,0.020484365924218682,accepted,accepted,0.020484365924218682,0.020484365924218682,0,false,0.41424366114714917,0.41424366114714917,0.83273348002821868,0.82161106301500153,0.013356514755285499,0.65865781144618396,0.64706802210456882,0.017596070585070549,0.017570312769441182,0.0019362143884361855,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,28,0.022532802516640551,accepted,accepted,0.022532802516640551,0.022532802516640551,0,false,0.43677646366378969,0.43677646366378969,0.82403352058588819,0.81194844107826269,0.014665762017827867,0.63793084761701269,0.62549719833289152,0.019490591073573246,0.019459291179831022,0.0020946325502749722,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,29,0.012393041384152304,accepted,accepted,0.012393041384152304,0.012393041384152304,0,false,0.44916950504794201,0.44916950504794201,0.72289557991772191,0.71017231809614401,0.017600414465151426,0.62586338203993819,0.61302104162455695,0.020519398935791598,0.020486317612974165,0.0011312998580464586,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,30,0.013632345522567535,accepted,accepted,0.013632345522567535,0.013632345522567535,0,false,0.46280185057050954,0.46280185057050954,0.71663507086639755,0.70346214544017915,0.018381636570329429,0.61219011526726208,0.59894071459505116,0.02164262431193726,0.021607279856609297,0.0012253267284380927,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,31,0.014995580074824289,accepted,accepted,0.014995580074824289,0.014995580074824289,0,false,0.47779743064533381,0.47779743064533381,0.70876778920012318,0.69514166474202099,0.01922508988942611,0.59676462991500279,0.5831177040467318,0.022868188200454706,0.022829793959535102,0.0013226655014723734,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,32,0.01649513808230672,accepted,accepted,0.01649513808230672,0.01649513808230672,0,false,0.49429256872764055,0.49429256872764055,0.69903605566422411,0.68496097869444894,0.020134979956650489,0.57945340816774027,0.56542799270903166,0.024204561162316146,0.024162207175237593,0.0014220921310368587,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,33,0.018144651890537395,accepted,accepted,0.018144651890537395,0.018144651890537395,0,false,0.51243722061817798,0.51243722061817798,0.68717407494731964,0.67266364622864283,0.02111608869963438,0.56014565634374436,0.54577151849272409,0.02566142875202319,0.025613921407199425,0.0015219859633536011,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,34,0.019959117079591138,accepted,accepted,0.019959117079591138,0.019959117079591138,0,false,0.53239633769776917,0.53239633769776917,0.67290484682546237,0.65798424421389834,0.022173421222858456,0.53876668161026475,0.52408525743830336,0.027250059576961177,0.02719583192483872,0.0016202864212162705,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,35,0.021955028787550252,accepted,accepted,0.021955028787550252,0.021955028787550252,0,false,0.55435136648531946,0.55435136648531946,0.6559648672664784,0.64067142296425184,0.023314425917285865,0.51535699177094418,0.50042186485354501,0.02898015774672414,0.028917423419747929,0.0017142478970909804,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
