case_id,segment_index,t_lo,t_hi,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,box_source
torch_dependency_preserving_h0p01_s10_o6,0,0,0.01,1.0996836292379892,1.4246300127589595,2.2864141604630714,2.4753457731848862,0.32494638352097027,0.1889316127218148,0.51387799624278507,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,1,0.01,0.02,1.1223470935019109,1.4493073113578281,2.2436829988717855,2.4616728023530183,0.32696021785591722,0.21798980348123287,0.54495002133715009,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,2,0.02,0.029999999999999999,1.1445972110785887,1.4738182215553466,2.198453456809851,2.447644816922983,0.32922101047675789,0.24919136011313192,0.57841237058988981,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,3,0.029999999999999999,0.040000000000000001,1.166424793716619,1.4981455445840699,2.1510582396051103,2.4330097344745978,0.3317207508674509,0.28195149486948745,0.61367224573693835,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,4,0.040000000000000001,0.050000000000000003,1.1877874619553548,1.5223082797526966,2.1008096752442342,2.4185428999167273,0.33452081779734177,0.3177332246724931,0.65225404246983487,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,5,0.050000000000000003,0.059999999999999998,1.2086643660981864,1.5462983267513075,2.0478982699588486,2.4041474362007005,0.33763396065312112,0.35624916624185188,0.693883126894973,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,6,0.059999999999999998,0.070000000000000007,1.2290287147990444,1.5701175288584448,1.9922401792661801,2.3900144549371594,0.34108881405940039,0.39777427567097923,0.73886308973037962,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,7,0.070000000000000007,0.080000000000000002,1.2488474703780064,1.5937704692053307,1.9337324355180547,2.3763952397512549,0.34492299882732436,0.44266280423320015,0.7875858030605245,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,8,0.080000000000000002,0.089999999999999997,1.2680909448867628,1.6172642537067683,1.872259962905533,2.3634955380156972,0.34917330882000552,0.49123557511016425,0.84040888393016977,torch_tm_segment_range
torch_dependency_preserving_h0p01_s10_o6,9,0.089999999999999997,0.10000000000000001,1.2867286419275845,1.6406084506669973,1.8076827448008721,2.3515994051037024,0.35387980873941283,0.54391666030283026,0.89779646904224308,torch_tm_segment_range
