case_id,segment_index,t_lo,t_hi,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,box_source
torch_range_only_h0p0025_s10_o8,0,0,0.0025000000000000001,1.0999805456394947,1.4061326883632936,2.3344076258459174,2.4561635264859398,0.30615214272379898,0.1217559006400224,0.42790804336382138,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,1,0.0025000000000000001,0.0050000000000000001,1.1058442572659741,1.4122426685958005,2.3246032313533584,2.4524000586462478,0.30639841132982637,0.12779682729288933,0.4341952386227157,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,2,0.0050000000000000001,0.0074999999999999997,1.1116835570042638,1.4183429991231902,2.3146730183156241,2.4485666138976203,0.30665944211892637,0.13389359558199621,0.44055303770092258,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,3,0.0074999999999999997,0.01,1.1174981294660267,1.4244335085035349,2.3046170891802622,2.4446640275256364,0.30693537903750823,0.14004693834537418,0.44698231738288241,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,4,0.01,0.012500000000000001,1.1232876595046508,1.4305140274712431,2.2944355580443285,2.4406931598239683,0.30722636796659231,0.14625760177963976,0.45348396974623206,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,5,0.012500000000000001,0.014999999999999999,1.1290518322447141,1.4365843889991905,2.2841285504220061,2.4366548960333088,0.30753255675447644,0.15252634561130263,0.46005890236577907,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,6,0.014999999999999999,0.017500000000000002,1.1347903331108842,1.4426444283606716,2.2736962030018861,2.4325501462712054,0.30785409524978746,0.15885394326931923,0.46670803851910669,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,7,0.017500000000000002,0.02,1.1405028478562174,1.4486939831911319,2.2631386633939563,2.4283798454528398,0.30819113533491449,0.1652411820588835,0.47343231739379799,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,8,0.02,0.022499999999999999,1.1461890625898465,1.4547328935496806,2.2524560898663375,2.4241449532028003,0.30854383095983406,0.17168886333646283,0.48023269429629689,torch_tm_segment_range
torch_range_only_h0p0025_s10_o8,9,0.022499999999999999,0.025000000000000001,1.1518486638040122,1.4607610019803396,2.2416486510718054,2.4198464537578905,0.30891233817632746,0.17819780268608509,0.48711014086241256,torch_tm_segment_range
